9:0.09615384787321091	0.09615384787321091	0.11538461595773697	0.09615384787321091	0.09615384787321091	0.09615384787321091	0.09615384787321091	0.09615384787321091	0.11538461595773697	0.09615384787321091	
1:0.1111111119389534	0.09259258955717087	0.14814814925193787	0.09259258955717087	0.09259258955717087	0.09259258955717087	0.09259258955717087	0.09259258955717087	0.09259258955717087	0.09259258955717087	
5:0.09615384787321091	0.09615384787321091	0.09615384787321091	0.09615384787321091	0.09615384787321091	0.09615384787321091	0.13461539149284363	0.09615384787321091	0.09615384787321091	0.09615384787321091	
13:0.0833333358168602	0.0833333358168602	0.11666666716337204	0.10000000149011612	0.1666666716337204	0.0833333358168602	0.11666666716337204	0.0833333358168602	0.0833333358168602	0.0833333358168602	
17:0.08474576473236084	0.08474576473236084	0.11864406615495682	0.08474576473236084	0.08474576473236084	0.08474576473236084	0.20338982343673706	0.08474576473236084	0.08474576473236084	0.08474576473236084	
48:0.125	0.0892857164144516	0.0892857164144516	0.0892857164144516	0.125	0.0892857164144516	0.0892857164144516	0.125	0.0892857164144516	0.0892857164144516	
19:0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.11764705926179886	
23:0.09615384787321091	0.09615384787321091	0.09615384787321091	0.09615384787321091	0.11538461595773697	0.11538461595773697	0.09615384787321091	0.09615384787321091	0.09615384787321091	0.09615384787321091	
35:0.0892857164144516	0.0892857164144516	0.125	0.0892857164144516	0.0892857164144516	0.0892857164144516	0.0892857164144516	0.1607142835855484	0.0892857164144516	0.0892857164144516	
39:0.09677419066429138	0.08064515888690948	0.19354838132858276	0.08064515888690948	0.08064515888690948	0.12903225421905518	0.08064515888690948	0.08064515888690948	0.08064515888690948	0.09677419066429138	
43:0.11764705926179886	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	
34:0.11594203114509583	0.08695652335882187	0.10144927352666855	0.07246376574039459	0.07246376574039459	0.07246376574039459	0.14492753148078918	0.07246376574039459	0.18840579688549042	0.07246376574039459	
37:0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.11764705926179886	0.09803921729326248	0.09803921729326248	0.09803921729326248	
41:0.09433962404727936	0.09433962404727936	0.09433962404727936	0.15094339847564697	0.09433962404727936	0.09433962404727936	0.09433962404727936	0.09433962404727936	0.09433962404727936	0.09433962404727936	
45:0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.11764705926179886	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	0.09803921729326248	
49:0.08771929889917374	0.12280701845884323	0.10526315867900848	0.08771929889917374	0.14035087823867798	0.08771929889917374	0.08771929889917374	0.08771929889917374	0.08771929889917374	0.10526315867900848	
50:0.08620689809322357	0.08620689809322357	0.08620689809322357	0.08620689809322357	0.08620689809322357	0.12068965286016464	0.08620689809322357	0.13793103396892548	0.08620689809322357	0.13793103396892548	
40:0.08474576473236084	0.08474576473236084	0.08474576473236084	0.10169491171836853	0.08474576473236084	0.08474576473236084	0.08474576473236084	0.22033898532390594	0.08474576473236084	0.08474576473236084	
55:0.09836065769195557	0.1147540956735611	0.08196721225976944	0.08196721225976944	0.08196721225976944	0.08196721225976944	0.08196721225976944	0.1147540956735611	0.1803278625011444	0.08196721225976944	
51:0.08474576473236084	0.08474576473236084	0.20338982343673706	0.08474576473236084	0.08474576473236084	0.08474576473236084	0.11864406615495682	0.08474576473236084	0.08474576473236084	0.08474576473236084	
